Time,Altitude,AirSpeed,Landing_Gear,Thrust_Rev,Flaps,Param1_1,Param1_2,Param1_3,Param1_4,Param2,Param3_1,Param3_2,Param3_3,Param3_4,Param4
2979,30304,282.08,0,0,0,-14.383,69.972,28.267,46.014,5.7126,12.198,79.653,68.584,6.1077,8.371
2980,30332,281.86,0,0,0,-13.984,69.075,27.95,45.569,7.1949,10.825,79.711,67.171,5.2504,8.4075
2981,30330,281.67,0,0,0,-13.408,69.576,29.552,46.11,6.5569,11.627,80.575,67.915,6.01,7.2712
2982,30316,281.51,0,0,0,-13.553,67.658,29.674,45.953,4.8742,12.252,80.922,69.125,6.5055,6.2124
2983,30303,281.37,0,0,0,-12.751,68.676,28.436,47.374,4.9269,12.223,80.028,68.177,6.2543,7.0613
2984,30295,281.27,0,0,0,-12.473,67.848,28.372,48.429,5.1661,12.258,79.706,67.521,5.7807,7.1527
2985,30318,281.19,0,0,0,-13.38,69.529,28.983,49.289,7.1882,11.576,82.225,66.137,5.8038,6.3997
2986,30318,281.15,0,0,0,-12.923,68.385,29.679,49.562,6.2453,12.293,81.659,65.944,7.7423,7.2734
2987,30325,281.14,0,0,0,-11.03,66.622,30.379,49.206,4.9271,11.818,81.45,65.26,8.3748,6.326
2988,30312,281.15,0,0,0,-10.922,66.697,29.919,48.667,5.7794,11.32,82.235,65.545,8.8314,7.0779
2989,30302,281.2,0,0,0,-10.294,67.195,31.024,48.834,6.506,11.679,82.542,65.71,9.0105,5.4758
2990,30320,281.27,0,0,0,-10.557,67.667,30.833,48.555,6.1475,12.495,81.794,66.855,9.1476,7.0538
2991,30329,281.37,0,0,0,-9.6494,66.721,30.514,47.961,6.7248,13.189,82.362,64.615,11.318,8.1976
2992,30302,281.49,0,0,0,-10.1,66.769,31.975,46.867,7.5615,13.46,82.191,63.229,12.027,10.184
2993,30325,281.63,0,0,0,-10.482,65.939,32.193,45.12,6.6228,13.145,82.197,63.314,13.011,10.799
2994,30305,281.8,0,0,0,-10.097,65.29,31.753,45.281,6.2666,14.196,83.011,63.709,13.233,10.175
2995,30306,281.99,0,0,0,-11.294,65.93,32.7,43.401,7.352,12.1,83.328,64.063,13.141,10.442
2996,30326,282.19,0,0,0,-10.636,65.221,33.805,42.757,7.5083,13.161,83.65,63.196,12.308,9.7043
2997,30329,282.4,0,0,0,-11.411,65.449,32.707,41.462,7.0123,12.734,83.226,63.068,13.345,8.8615
2998,30316,282.63,0,0,0,-12.211,65.057,33.425,42.245,6.1687,12.565,83.233,62.622,14.613,9.3251
2999,30314,282.86,0,0,0,-12.501,66.453,33.077,40.529,7.1372,12.805,83.047,61.595,14.978,7.6763
3000,30321,283.1,0,0,0,-12.695,66.808,31.734,41.282,6.8617,13.909,84.933,61.27,15.957,6.0697
3001,30328,283.34,0,0,0,-13.465,68.769,29.809,42.658,6.2945,12.775,85.27,61.472,16.321,6.3285
3002,30303,283.58,0,0,0,-11.529,69.086,29.627,42.264,5.9663,13.216,85.374,62.531,16.973,5.8536
3003,30333,283.81,0,0,0,-10.002,69.358,28.325,40.686,6.9001,12.339,87.928,62.179,17.504,5.5378
3004,30299,284.04,0,0,0,-10.177,67.651,29.142,39.948,8.6751,12.242,87.498,63.141,16.096,3.3214
3005,30313,284.26,0,0,0,-11.907,67.64,28.754,41.477,9.3176,11.643,87.48,64.685,16.659,3.682
3006,30298,284.47,0,0,0,-13.239,67.859,30.456,42.139,10.26,10.913,86.36,66.394,17.912,4.7303
3007,30328,284.66,0,0,0,-13.213,68.405,29.597,43.247,10.474,10.742,87.724,66.316,18.34,2.5438
3008,30301,284.84,0,0,0,-13.002,69.821,29.457,43.328,9.3833,11.643,88.219,66.553,18.635,3.2669
3009,30307,284.99,0,0,0,-13.029,69.509,30.35,43.383,10.231,10.021,88.528,66.211,18.667,2.8605
3010,30317,285.13,0,0,0,-12.136,70.011,30.549,43.379,9.9207,13.59,87.847,65.637,18.255,2.7305
3011,30305,285.24,0,0,0,-12.429,68.618,30.606,42.798,9.4731,14.454,87.87,67.639,19.463,1.2362
3012,30326,285.32,0,0,0,-11.879,68.66,31.606,40.493,8.9266,15.988,87.044,68.793,21.329,2.4514
3013,30316,285.38,0,0,0,-12.499,69.95,29.713,39.626,9.7955,16.69,87.873,67.986,21.098,1.8232
3014,30320,285.41,0,0,0,-13.876,69.288,30.481,39.042,10.329,15.683,90.261,68.515,22.118,3.3688
3015,30314,285.42,0,0,0,-14.514,70.04,30.093,36.002,10.538,15.852,92.038,68.934,22.392,2.2281
3016,30324,285.39,0,0,0,-13.788,70.181,30.077,37.032,10.848,15.238,91.638,69.785,21.173,2.7708
3017,30294,285.33,0,0,0,-13.889,71.298,30.483,37.022,10.027,15.172,93.062,69.304,22.061,3.5031
3018,30301,285.24,0,0,0,-14.21,71.718,32.577,36,11.606,14.395,93.941,68.553,21.776,5.5819
3019,30331,285.13,0,0,0,-13.641,71.129,31.851,35.978,11.045,14.137,95.688,69.169,21.372,6.7083
3020,30315,284.98,0,0,0,-13.545,71.817,32.211,36.054,12.758,13.926,95.59,67.709,21.232,7.3556
3021,30325,284.8,0,0,0,-15.072,73.172,32.727,35.894,12.252,13.553,96.085,68.848,20.524,8.1588
3022,30304,284.6,0,0,0,-15.213,72.635,32.766,36.034,13.386,12.39,95.583,70.469,21.349,8.5967
3023,30331,284.37,0,0,0,-15.23,71.868,32.841,37.275,14.229,12.855,94.786,71.319,20.199,8.6763
3024,30311,284.11,0,0,0,-15.787,70.606,33.45,37.388,15.716,12.628,95.238,70.575,22.057,8.8955
3025,30321,283.84,0,0,0,-16.65,71.016,34.501,35.522,13.869,13.88,96.92,68.702,21.6,8.3985
3026,30355,283.54,0,0,0,-15.499,69.878,32.839,34.642,13.594,14.309,98.003,68.846,20.623,7.149
3027,30301,283.22,0,0,0,-14.61,67.759,32.319,36.369,13.834,14.618,96.435,68.257,20.261,8.6976
3028,30319,282.88,0,0,0,-14.271,68.124,34.944,35.653,14.034,14.47,98.115,67.789,19.796,7.8965
3029,30324,282.54,0,0,0,-13.397,67.533,35.569,35.043,13.743,14.101,99.327,68.489,19.437,7.7791
3030,30319,282.17,0,0,0,-12.018,67.44,35.626,35.805,13.78,15.45,100.64,69.253,18.376,6.5476
3031,30317,281.81,0,0,0,-12.418,66.881,34.048,34.505,13.939,15.504,99.399,67.087,16.654,6.1136
3032,30326,281.43,0,0,0,-12.24,66.383,33.729,33.602,14.326,16.659,97.528,67.524,15.341,7.1819
3033,30313,281.05,0,0,0,-14.13,67.674,32.815,33.403,14.189,17.351,98.304,67.307,14.944,7.8249
3034,30301,280.67,0,0,0,-14.418,68.794,31.144,33.071,13.77,16.702,98.994,68.038,14.306,7.851
3035,30325,280.3,0,0,0,-14.529,69.297,32.89,31.662,13.275,14.793,97.098,66.028,14.29,7.8831
3036,30339,279.93,0,0,0,-16.476,68.654,33.645,32.18,14.414,15.485,98.244,65.82,15.864,6.524
3037,30311,279.57,0,0,0,-16.335,68.647,32.877,33.428,12.575,14.497,99.86,66.29,16.104,4.4751
3038,30341,279.22,0,0,0,-17.269,68.209,32.545,33.312,12.175,13.938,100.02,66.012,14.685,4.5206
3039,30309,278.88,0,0,0,-16.463,67.264,31.913,33.874,12.634,13.304,99.739,65.458,12.905,5.079
3040,30318,278.56,0,0,0,-15.913,66.209,32.074,33.827,12.964,12.652,99.209,66.024,14.738,4.935
3041,30315,278.27,0,0,0,-16.731,66.267,32.119,33.765,11.763,12.108,98.667,65.039,15.929,6.6455
3042,30310,277.99,0,0,0,-17.872,66.211,32.283,33.996,12.358,11.534,97.484,65.523,17.58,8.5849
3043,30313,277.73,0,0,0,-19.836,65.837,32.964,32.913,11.972,10.13,98.376,63.393,17.382,7.9741
3044,30308,277.5,0,0,0,-20.229,66.483,33.273,33.496,12.165,11.166,97.144,62.852,18.11,8.1516
3045,30318,277.3,0,0,0,-20.8,67.054,34.022,33.149,11.253,13.255,98.558,62.125,18.528,9.4663
3046,30326,277.13,0,0,0,-21.534,65.263,33.356,32.217,10.993,13.818,96.406,62.5,19.952,9.5912
3047,30307,276.98,0,0,0,-21.463,62.929,32.045,33.237,10.751,13.194,97.452,62.886,20.88,9.6598
3048,30303,276.87,0,0,0,-21.65,63.313,30.224,33.663,10.681,12.648,98.305,63.821,22.004,10.336
3049,30315,276.79,0,0,0,-22.801,64.411,28.666,33.684,12.175,14.532,98.077,62.809,22.902,8.1332
3050,30310,276.74,0,0,0,-21.248,64.721,29.563,31.891,11.577,14.591,100.15,62.101,21.076,8.258
3051,30304,276.72,0,0,0,-20.884,65.477,29.288,32.697,9.9014,15.779,99.806,62.567,21.146,8.6317
3052,30330,276.74,0,0,0,-20.793,65.742,29.917,33.405,10.622,13.604,100.6,63.003,20.306,8.3837
3053,30312,276.78,0,0,0,-20.502,65.416,31.558,34.539,10.226,14.561,101.68,63.965,21.151,8.3275
3054,30304,276.86,0,0,0,-20.464,64.492,32.716,34.172,7.7226,14.137,102.74,64.177,20.093,7.4487
3055,30305,276.96,0,0,0,-21.285,64.349,32.874,35.92,6.831,13.925,104.03,64.723,20.457,7.3972
3056,30320,277.1,0,0,0,-21.352,65.82,35.138,36.582,7.5583,13.625,105.15,64.489,19.687,5.4989
3057,30317,277.26,0,0,0,-20.935,66.436,34.953,36.805,8.3998,14.427,103.85,64.423,20.98,7.6358
3058,30331,277.45,0,0,0,-21.286,64.507,36.378,37.914,7.5237,12.132,103.5,64.832,22.609,7.28
3059,30319,277.66,0,0,0,-21.033,64.001,34.706,38.815,7.397,10.984,105.62,65.572,23.289,7.0627
3060,30312,277.89,0,0,0,-19.56,64.238,35.548,39.509,8.5399,10.178,104.6,66.758,22.086,8.1018
3061,30318,278.14,0,0,0,-19.275,64.087,35.33,38.823,10,12.143,104.23,66.348,20.6,6.2839
3062,30302,278.42,0,0,0,-19.517,64.696,35.614,39.718,11.382,11.704,104.99,67.444,20.216,4.3861
3063,30316,278.7,0,0,0,-20.325,64.95,36.613,39.839,12.256,12.243,104.46,65.645,19.224,5.7468
3064,30323,279,0,0,0,-19.724,64.817,35.271,39.983,12.783,13.437,105.13,65.817,17.387,6.1053
3065,30325,279.31,0,0,0,-20.008,64.43,35.344,40.76,13.564,14.836,106.6,67.252,16.963,6.8713
3066,30323,279.63,0,0,0,-19.604,62.47,37.17,40.333,14.757,13.721,106.38,67.019,16.847,6.6982
3067,30298,279.95,0,0,0,-19.765,61.625,36.882,38.946,14.659,12.168,105.8,66.426,18.218,7.7021
3068,30305,280.27,0,0,0,-21.294,61.723,37.789,40.008,14.044,11.39,105.92,65.695,19.164,6.5127
3069,30319,280.6,0,0,0,-22.569,64.431,38.12,38.762,12.184,10.41,106.58,66.769,17.805,6.5459
3070,30323,280.92,0,0,0,-23.736,65.495,37.363,39.687,12.834,10.238,106.89,67.19,17.85,7.0744
3071,30330,281.23,0,0,0,-23.169,66.682,37.728,39.052,12.919,11.469,106.4,66.787,19.358,6.1391
3072,30329,281.54,0,0,0,-24.385,67.277,38.769,38.348,11.854,10.667,107.39,67.97,18.846,6.5154
3073,30310,281.84,0,0,0,-25.859,67.831,40.291,38.881,10.902,9.8201,106.53,69.717,19.651,6.0564
3074,30309,282.13,0,0,0,-27.543,66.152,42.561,39.302,10.829,8.4217,106.65,70.833,19.501,5.8475
3075,30321,282.4,0,0,0,-28.724,66.271,43.55,39.619,12.377,9.3199,107.86,69.801,19.241,5.9184
3076,30321,282.66,0,0,0,-28.045,64.123,43.834,40.526,12.681,9.0561,107.8,70.263,20.601,6.5744
3077,30316,282.9,0,0,0,-28.905,64.475,43.49,40.388,12.771,8.9007,109.01,69.324,19.867,6.01
3078,30317,283.12,0,0,0,-30.304,63.916,43.404,40.643,13.459,9.1446,108.4,70.382,19.727,6.2072
3079,30319,283.32,0,0,0,-29.426,64.384,45.498,41.275,13.576,9.3742,107.68,69.891,20.757,7.5215
3080,30311,283.5,0,0,0,-31.213,64.586,45.133,41.259,13.999,9.7668,106.83,71.024,20.327,8.572
3081,30312,283.65,0,0,0,-30.723,62.519,44.424,40.809,12.521,10.413,105.16,70.662,19.697,8.3765
3082,30320,283.79,0,0,0,-30.631,63.684,44.757,40.186,13.174,11.693,106.74,71.092,21.032,7.7241
3083,30311,283.9,0,0,0,-29.847,63.92,43.936,39.437,12.58,10.514,107.26,70.514,20.307,7.5825
3084,30307,283.99,0,0,0,-28.941,64.42,43.452,40.606,14.173,11.163,108.31,67.313,18.612,6.5983
3085,30323,284.06,0,0,0,-28.981,64.624,44.13,40.778,14.181,12.139,108.88,68.173,17.397,6.5568
3086,30304,284.11,0,0,0,-29.522,63.172,42.907,42.323,13.981,12.641,108.57,67.5,17.162,6.3295
3087,30318,284.13,0,0,0,-28.163,63.821,44.296,43.698,12.999,13.529,109.31,68.512,17.057,7.2537
3088,30313,284.13,0,0,0,-28.483,63.447,44.759,42.88,12.715,13.783,109.38,70.288,15.836,5.0645
3089,30305,284.11,0,0,0,-28.108,64.674,44.192,43.479,12.056,12.69,110.61,72.665,14.952,4.5404
3090,30309,284.08,0,0,0,-28.466,63.983,44.565,43.601,12.791,11.539,109.76,72.399,13.54,2.6808
3091,30309,284.03,0,0,0,-28.314,64.151,43.911,43.746,12.72,11.665,108.88,72.027,14.761,1.1697
3092,30306,283.96,0,0,0,-28.199,65.339,45.149,43.499,12.013,12.625,109.32,71.04,16.157,1.1246
3093,30318,283.87,0,0,0,-27.881,66.68,45.847,43.377,13.198,12.53,108.62,70.859,15.56,1.6237
3094,30304,283.78,0,0,0,-27.799,67.704,47.372,44.875,13.094,13.625,110.07,69.955,17.334,1.7213
3095,30306,283.67,0,0,0,-28.606,67.55,46.877,44.224,14.688,12.359,111.69,69.604,17.108,2.0265
3096,30305,283.56,0,0,0,-28.487,67.89,45.366,45.45,14.305,13.287,111.77,69.095,17.278,2.8346
3097,30318,283.43,0,0,0,-28.407,69.126,44.243,43.871,14.551,13.865,111.51,68.26,15.894,3.4929
3098,30298,283.31,0,0,0,-28.418,69.695,44.361,45.603,15.784,12.037,112.6,69.883,16.459,5.0989
3099,30318,283.18,0,0,0,-28.784,68.724,43.179,46.296,14.813,13.052,112.14,70.524,15.32,6.1076
3100,30308,283.05,0,0,0,-26.568,68.163,41.313,47.704,14.453,15.12,112.35,69.965,16.806,6.8836
3101,30313,282.92,0,0,0,-27.412,67.766,42.261,47.893,15.642,16.893,111.3,68.156,16.662,7.1381
3102,30313,282.8,0,0,0,-28.586,66.99,41.652,47.909,15.255,15.903,111.6,67.673,15.675,5.7639
3103,30307,282.68,0,0,0,-27.021,67.846,42.327,47.889,14.132,14.197,113.99,67.08,15.431,6.253
3104,30318,282.57,0,0,0,-25.531,67.562,43.006,47.867,14.451,15.336,113.77,65.556,15.565,6.6378
3105,30321,282.46,0,0,0,-25.362,68.264,42.508,47.935,14.216,15.562,113.53,65.23,14.734,6.0845
3106,30315,282.37,0,0,0,-26.511,65.912,42.232,46.15,14.042,15.838,114.1,66.469,16.161,6.8731
3107,30317,282.29,0,0,0,-26.207,66.498,42.237,46.25,13.241,16.346,115.13,66.909,14.137,8.0987
3108,30302,282.22,0,0,0,-24.887,64.38,43.878,47.516,11.226,17.039,115.43,67.666,13.045,6.066
3109,30318,282.17,0,0,0,-25.175,63.712,44.62,45.713,12.878,17.254,114.7,66.986,12.302,6.3692
3110,30307,282.13,0,0,0,-26.618,64.458,44.707,45.364,12.477,15.234,114.4,67.564,11.346,6.8723
3111,30309,282.1,0,0,0,-26.523,62.762,44.32,44.735,10.394,15.404,114.41,67.729,11.05,7.8968
3112,30312,282.1,0,0,0,-25.712,64.786,44.975,44.232,11.016,14.996,115.2,66.898,12.503,9.4993
3113,30313,282.11,0,0,0,-27.525,65.943,45.191,45.051,9.7762,14.822,116.34,66.893,10.764,9.1021
3114,30332,282.14,0,0,0,-27.117,64.606,44.717,45.951,9.4509,15.38,115.76,66.548,11.966,8.2039
3115,30295,282.18,0,0,0,-26.903,62.796,45.242,46.529,10.255,14.289,115.54,66.159,12.51,9.1975
3116,30312,282.25,0,0,0,-25.929,63.091,46.387,45.763,10.628,14.743,115.78,66.636,14.128,9.7823
3117,30300,282.32,0,0,0,-25.094,61.976,45.798,45.763,12.131,14.244,117.92,66.783,14.438,9.6177
3118,30324,282.42,0,0,0,-24.709,63.159,46.265,46.221,11.48,13.898,118.21,67.366,13.898,11.077
3119,30335,282.53,0,0,0,-25.345,62.165,45.759,42.811,13.293,14.435,116.68,67.242,14.043,9.8392
3120,30303,282.65,0,0,0,-24.729,61.627,46.74,42.269,12.86,15.219,118.19,69.231,13.406,10.636
3121,30314,282.79,0,0,0,-24.522,61.521,46.103,40.585,13.571,15.56,117.37,71.111,13.177,9.1738
3122,30320,282.94,0,0,0,-25.654,62.683,45.732,41.227,13.194,16.637,115.85,72.808,14.344,8.3865
3123,30306,283.1,0,0,0,-26.04,61.918,45.943,39.631,13.724,17.42,115.2,73.808,15.924,9.4238
3124,30309,283.27,0,0,0,-27.206,62.567,45.396,38.421,13.428,16.471,115.58,73.563,15.966,8.2551
3125,30325,283.45,0,0,0,-28.29,62.297,45.251,38.594,13.571,16.018,114.49,73.481,15.939,8.1132
3126,30318,283.63,0,0,0,-28.143,60.247,45.303,38.359,13.136,15.201,114.57,74.003,17.635,9.5162
3127,30326,283.82,0,0,0,-26.634,61.596,46.134,39.369,13.527,14.264,115.44,73.649,17.885,9.8706
3128,30310,284.01,0,0,0,-28.117,62.666,45.408,39.276,13.164,14.524,114.82,72.772,20.363,9.094
3129,30319,284.2,0,0,0,-29.473,61.663,45.99,39.244,12.908,15.083,116.17,71.3,22.002,9.6352
3130,30321,284.39,0,0,0,-30.807,61.701,45.169,39.668,13.062,15.539,116.05,69.596,21.671,9.5039
3131,30319,284.58,0,0,0,-31.302,61.925,46.615,39.839,13.523,14.172,115.97,73.432,22.662,9.568
3132,30337,284.76,0,0,0,-30.927,62.472,47.266,41.206,13.026,14.341,116.94,75.757,23.871,10.748
3133,30309,284.93,0,0,0,-28.713,62.622,49.743,42.063,12.378,14.062,116.55,75.252,24.558,9.8603
3134,30306,285.1,0,0,0,-30.014,62.726,49.29,41.284,12.4,14.018,117.37,74.066,23.87,9.5122
3135,30303,285.26,0,0,0,-28.318,63.415,48.247,41.854,13.744,13.425,117.16,74.005,23.701,9.3044
3136,30309,285.4,0,0,0,-28.155,63.591,47.255,41.826,14.221,15.454,117.77,73.781,23.404,9.9185
3137,30312,285.53,0,0,0,-30.94,61.308,47.847,41.272,14.346,15.149,116.97,72.82,23.184,7.6871
3138,30328,285.65,0,0,0,-31.419,61.019,46.397,41.142,14.572,15.484,117.14,71.754,21.115,8.8737
3139,30301,285.76,0,0,0,-32.974,61.388,46.66,41.92,13.17,13.98,118.65,71.899,22.254,8.8725
3140,30322,285.84,0,0,0,-31.299,62.242,43.76,41.678,11.757,15.586,118.36,70.974,22.818,7.8512
3141,30308,285.91,0,0,0,-31.773,65.518,45.038,40.918,9.7556,15.291,117.1,69.322,22.944,9.1256
3142,30306,285.96,0,0,0,-31.294,64.354,44.217,41.179,9.6532,14.187,117.94,69.629,21.97,8.0446
3143,30308,286,0,0,0,-33.029,63.622,42.221,40.514,9.0181,14.642,118.54,69.786,19.841,6.4074
3144,30308,286.01,0,0,0,-33.43,62.147,42.86,40.168,8.328,16.884,118.06,68.795,20.38,7.9755
3145,30326,286.01,0,0,0,-34.441,60.825,42.934,41.076,10.086,15.427,118.79,68.96,20.065,8.049
3146,30312,285.99,0,0,0,-33.105,60.8,43.368,41.376,9.0893,14.339,116.62,67.709,19.304,10.291
3147,30321,285.95,0,0,0,-33.74,62.535,41.627,40.697,9.7513,14.686,118.91,68.039,20.03,12.03
3148,30316,285.89,0,0,0,-32.686,62.138,40.877,41.01,8.4997,13.936,117.48,68.065,19.996,11.889
3149,30299,285.82,0,0,0,-32.227,63.299,41.464,40.583,6.7573,13.87,118.56,68.744,20.231,12.77
3150,30317,285.72,0,0,0,-32.128,63.31,41.597,39.146,6.9634,13.497,119.56,67.643,21.866,13.739
3151,30319,285.62,0,0,0,-32.762,63.664,42.205,39.235,8.1357,11.589,119.81,68.976,23.368,15.105
3152,30309,285.5,0,0,0,-33.217,61.868,41.353,40.188,7.6516,12.314,120.34,67.49,23.175,14.539
3153,30321,285.36,0,0,0,-32.814,62.313,41.932,39.98,8.9109,10.871,121.33,67.011,21.841,14.968
3154,30305,285.21,0,0,0,-33.673,62.238,40.183,40.137,8.603,12.473,121.77,67.978,21.148,14.05
3155,30315,285.06,0,0,0,-32.815,62.066,40.854,39.516,6.5925,12.115,121.63,68.468,21.719,14.378
3156,30322,284.89,0,0,0,-32.285,63.786,41.486,38.62,6.1809,13.588,121.51,67.541,21.433,15.075
3157,30318,284.72,0,0,0,-32.517,63.531,42.066,37.116,7.732,13.362,121.15,66.973,20.911,14.184
3158,30312,284.54,0,0,0,-32.277,64.056,41.812,38.628,7.7016,14.106,120.93,66.971,20.665,12.914
3159,30333,284.35,0,0,0,-32.045,63.602,40.911,39.47,8.3775,12.45,120.7,66.32,21.505,12.289
3160,30312,284.17,0,0,0,-31.118,63.328,40.938,38.555,8.6265,12.957,120.8,66.24,21.089,11.574
3161,30304,283.99,0,0,0,-30.088,63.083,40.664,39.014,8.5769,13.791,120.38,64.739,20.162,10.312
3162,30308,283.8,0,0,0,-29.727,63.546,42.204,39.68,9.7824,14.761,120.41,64.241,17.836,9.7429
3163,30309,283.62,0,0,0,-30.635,63.011,43.83,40.047,10.119,16.321,120.48,62.845,19.666,10.92
3164,30313,283.45,0,0,0,-32.627,62.837,42.8,40.383,10.473,15.616,121.9,61.455,18.711,11.48
3165,30316,283.28,0,0,0,-33.096,62.748,42.281,41.972,10.561,13.797,123.15,62.261,19.005,10.697
3166,30299,283.13,0,0,0,-34.125,61.621,40.73,42.124,11.215,13.496,125.02,62.14,20.004,9.3475
3167,30334,282.98,0,0,0,-34.404,61.703,40.144,43.295,10.108,13.546,125.93,60.276,19.53,9.1446
3168,30316,282.85,0,0,0,-33.794,62.198,39.691,43.768,9.1278,13.205,125.93,60.635,20.669,8.4824
3169,30334,282.73,0,0,0,-34.015,59.311,39.079,44.504,10.929,12.731,126.77,61.376,20.547,8.3053
3170,30324,282.62,0,0,0,-34.335,58.645,38.224,44.755,12.71,13.419,125.25,61.344,19.411,8.5507
3171,30333,282.53,0,0,0,-33.653,59.022,36.922,42.981,11.881,13.292,123.23,60.15,17.698,8.8711
3172,30309,282.46,0,0,0,-32.101,59.732,36.115,43.886,12.202,12.378,122.45,59.659,17.404,9.152
3173,30322,282.41,0,0,0,-32.665,59.2,36.548,45.309,10.413,10.981,121.86,60.25,18.374,10.402
3174,30313,282.38,0,0,0,-33.237,57.775,37.72,45.602,9.7901,9.6793,122.34,60.947,17.082,11.402
3175,30301,282.36,0,0,0,-34.749,58.037,38.004,45.03,7.2415,9.7177,123.66,62.426,17.036,10.294
3176,30319,282.37,0,0,0,-36.227,57.401,37.788,45.699,7.5842,8.05,124.57,59.983,16.995,9.6856
3177,30312,282.39,0,0,0,-39.404,56.753,39.252,46.662,7.5082,9.4265,125.66,59.242,16.967,10.145
3178,30316,282.44,0,0,0,-40.59,57.006,40.359,46.46,8.1069,10.003,125.84,58.784,17.045,10.036
3179,30314,282.51,0,0,0,-41.087,55.85,39.603,44.479,9.1053,10.857,126.72,58.107,16.529,10.611
3180,30313,282.59,0,0,0,-42.253,54.023,38.615,43.695,7.0769,10.485,127.74,58.009,15.627,9.9673
3181,30317,282.7,0,0,0,-41.725,53.976,39.233,43.689,8.1186,12.043,126.16,58.781,16.839,11.225
3182,30315,282.83,0,0,0,-42.424,54.035,38.565,43.887,8.5435,11.689,126.08,57.866,16.725,9.5811
3183,30319,282.97,0,0,0,-42.372,54.054,39.313,43.983,9.248,11.421,127.6,58.223,16.057,9.9066
3184,30309,283.14,0,0,0,-43.498,53.839,40.25,45.063,10.362,11.519,126.88,57.566,16.108,10.541
3185,30322,283.31,0,0,0,-44.724,55.618,40.162,44.723,12.031,11.369,126.24,59.711,16.605,11.343
3186,30344,283.51,0,0,0,-45.073,54.538,39.932,43.368,11.632,11.182,125.61,58.549,18.566,10.704
3187,30312,283.72,0,0,0,-45.462,55.131,40.412,42.902,9.8964,11.626,125.17,58.95,18.882,9.1581
3188,30310,283.94,0,0,0,-44.478,53.996,40.647,41.758,10.387,12.618,125.94,58.522,18.824,9.1949
3189,30328,284.18,0,0,0,-44.425,53.727,37.642,43.429,9.948,11.273,125.98,58.191,19.544,8.679
3190,30309,284.42,0,0,0,-44.128,53.864,38.886,43.222,10.03,11.938,126.4,58.362,18.914,8.0429
3191,30312,284.68,0,0,0,-43.337,53.377,36.205,42.031,9.6229,11.595,125.93,57.436,19.194,8.5014
3192,30314,284.94,0,0,0,-43.665,53.759,37.627,42.899,10.261,12.384,126.01,58.493,17.313,8.1367
3193,30315,285.21,0,0,0,-44.275,53.613,38.389,42.452,8.4079,12.679,125.86,58.606,16.031,7.4313
3194,30316,285.48,0,0,0,-45.671,53.776,38.584,42.859,7.8399,12.739,126.17,57.761,14.177,8.358
3195,30330,285.75,0,0,0,-44.433,54.313,39.749,43.106,7.9851,13.821,125.79,56.675,14.11,9.1934
3196,30314,286.02,0,0,0,-45.375,52.78,40.461,42.565,7.2699,14.689,125.76,57.647,13.985,8.0881
3197,30328,286.3,0,0,0,-44.759,52.82,38.936,41.659,6.5814,15.793,126.38,58.681,13.456,7.8603
3198,30339,286.57,0,0,0,-45.734,53.86,38.169,41.123,4.9813,14.078,126.32,57.138,14.015,7.8991
3199,30318,286.83,0,0,0,-46.996,53.277,38.95,41.732,6.3357,14.374,126.66,57.284,13.991,7.97
3200,30321,287.09,0,0,0,-45.928,53.345,39.108,41.379,7.085,13.079,127.67,56.241,13.831,6.9788
3201,30328,287.35,0,0,0,-44.475,54.353,36.549,41.363,7.8245,12.436,128.89,57.8,13.579,7.6673
3202,30322,287.59,0,0,0,-45.219,55.136,34.471,39.727,8.7463,12.506,128.29,57.287,10.963,7.6273
3203,30305,287.82,0,0,0,-45.21,55.509,33.794,40.848,9.269,14.455,127.75,56.921,8.8676,8.6193
3204,30317,288.05,0,0,0,-45.468,54.864,34.131,42.441,10.028,14.986,129.21,57.473,7.9916,6.563
3205,30335,288.26,0,0,0,-45.683,54.194,34.068,43.23,10.159,14.798,128.52,57.315,8.2619,5.4469
3206,30316,288.45,0,0,0,-46.921,54.986,36.494,42.679,12.254,14.902,128.81,57.679,7.1311,5.0074
3207,30319,288.64,0,0,0,-46.788,55.447,36.92,42.277,12.661,14.273,129.34,58.394,6.9528,6.0659
3208,30324,288.8,0,0,0,-45.686,56.24,35.654,43.385,14.236,14.586,128.51,58.82,6.2191,5.2704
3209,30325,288.96,0,0,0,-45.732,56.465,35.869,43.37,14.4,15.288,127.03,59.107,7.3967,4.2165
3210,30320,289.09,0,0,0,-45.58,57.167,35.859,43.732,14.461,15.333,127.33,57.715,7.6965,5.3769
3211,30314,289.21,0,0,0,-47.889,57.645,35.619,43.315,15.465,13.629,128.24,56.04,6.1708,5.5337
3212,30303,289.31,0,0,0,-48.399,57.346,36.053,43.905,15.106,13.519,128.62,55.281,5.648,5.5214
3213,30318,289.4,0,0,0,-48.673,54.018,34.883,43.206,14.566,12.971,128.77,55.292,4.3367,5.4367
3214,30305,289.46,0,0,0,-49.122,54.714,35.037,43.687,12.988,13.171,128.92,54.56,4.6114,6.3159
3215,30322,289.51,0,0,0,-49.968,54.345,34.608,43.057,13.824,14.408,127.15,54.551,4.8668,7.5881
3216,30318,289.54,0,0,0,-49.39,55.439,32.766,41.833,12.809,16.208,128.02,53.379,4.4858,7.0167
